method,condition,subject_id,slice_id,seed,num_steps,l_ss,likelihood_type,lambda,runtime_seconds,num_net_evals,nrmse,psnr,ssim,measured_kspace_err,heldout_kspace_err,nrmse_fullfov,psnr_fullfov,ssim_fullfov,brain_fraction,heldout_kspace_err_allcoef
comp4_merge,merge_quad_comp,2022101102,4,0,100,30.0,DPS,,14.274040937423706,100,0.13257034034902712,26.917801473179352,0.7958525411673325,0.43744850158691406,0.8170042037963867,0.3618599849245862,22.36256196114668,0.41750973213421233,0.2946929931640625,0.4893348813056946
comp4_merge,merge_quad_comp,2022101102,5,0,100,30.0,DPS,,14.007990598678589,100,0.11040571201227335,28.061330479861333,0.8287868030023897,0.4145599901676178,0.8212750554084778,0.34355215460472033,22.444323437949873,0.42143716773268175,0.290985107421875,0.46107712388038635
comp4_merge,merge_quad_comp,2022101102,6,0,100,30.0,DPS,,14.432096481323242,100,0.11719332258903854,28.3557997757653,0.8297700797684305,0.4136911928653717,0.830556333065033,0.3252451444823579,23.477348843449377,0.4624168790960674,0.31671142578125,0.46020862460136414
comp4_merge,merge_quad_comp,2022101103,8,0,100,30.0,DPS,,14.148791313171387,100,0.12501904859504534,26.97960632196725,0.7861752517759356,0.44451284408569336,0.9136776328086853,0.3519154073605193,22.598818369714913,0.431278329682897,0.2850341796875,0.4922727048397064
comp4_merge,merge_quad_comp,2022101103,9,0,100,30.0,DPS,,14.691486358642578,100,0.12445907051068504,26.583510243054246,0.7717416498746419,0.4280199706554413,0.852081298828125,0.3489563346193597,22.144894645585985,0.4130980617269566,0.276763916015625,0.4776350259780884
comp4_merge,merge_quad_comp,2022101103,10,0,100,30.0,DPS,,14.026976346969604,100,0.13946490958132418,26.392456876161173,0.7358555490606681,0.4212026596069336,0.8690823912620544,0.3422446710352302,22.70324184499465,0.417341088432778,0.271453857421875,0.47464892268180847
comp4_merge,merge_quad_comp,2022101201,8,0,100,30.0,DPS,,14.793521642684937,100,0.11434168507748989,27.992967083594785,0.8008993524052541,0.40354183316230774,0.856946587562561,0.3213824917349121,23.676283598876097,0.4306306616921386,0.2722625732421875,0.4464602768421173
comp4_merge,merge_quad_comp,2022101201,9,0,100,30.0,DPS,,14.031174659729004,100,0.1176870058317635,26.889879833170134,0.7895557081978152,0.40811049938201904,0.8322773575782776,0.33534945302620345,22.496938756298896,0.40145406071313494,0.266693115234375,0.4551283121109009
comp4_merge,merge_quad_comp,2022101201,10,0,100,30.0,DPS,,14.791243553161621,100,0.12814634487688556,25.98693131886252,0.770997129697057,0.39122024178504944,0.8712115287780762,0.32972267990559817,22.805773911762714,0.4037298798940966,0.2415313720703125,0.4473312199115753
comp4_merge,merge_quad_comp,2022101301,11,0,100,30.0,DPS,,14.030097484588623,100,0.11718924538818286,26.686410195439272,0.7408747207090662,0.4068453311920166,0.839546263217926,0.32239326323789597,22.393884966695804,0.4153049617940568,0.2442474365234375,0.4520748555660248
comp4_merge,merge_quad_comp,2022101301,12,0,100,30.0,DPS,,14.818258047103882,100,0.12194550863596432,26.011114101475123,0.7265196414803916,0.39775967597961426,0.859042763710022,0.32576608545356595,22.19843228432559,0.40534790224310757,0.200042724609375,0.44763538241386414
comp4_merge,merge_quad_comp,2022101301,13,0,100,30.0,DPS,,14.095977067947388,100,0.12091720050985287,25.834352163284837,0.6720990585506472,0.3984062671661377,0.8190274238586426,0.3265869970102834,22.142489043632608,0.39650156036143785,0.173065185546875,0.44950807094573975
comp4_merge,merge_quad_comp,2022101303,8,0,100,30.0,DPS,,14.840038299560547,100,0.10574058531379547,27.277678173129665,0.9029649701827307,0.38352856040000916,0.7771298289299011,0.29982639624440005,24.30696315542022,0.4546292260798411,0.0517425537109375,0.4255266487598419
comp4_merge,merge_quad_comp,2022101303,9,0,100,30.0,DPS,,14.244230270385742,100,0.11143148577600892,27.50959192655682,0.8562750186791344,0.3794390559196472,0.7962883710861206,0.3064242663261551,23.861495577616854,0.43637112340646644,0.0641937255859375,0.42591166496276855
comp4_merge,merge_quad_comp,2022101303,10,0,100,30.0,DPS,,14.812307834625244,100,0.10722798189320192,26.995378132147536,0.8612957657683704,0.38283589482307434,0.8025541305541992,0.30362364017360316,24.050210769105675,0.45387533577187256,0.109771728515625,0.4297977387905121
comp4_merge,merge_quad_comp,2022112704,8,0,100,30.0,DPS,,14.031826734542847,100,0.11778214456916249,28.727748359596124,0.8181570098558736,0.3989570736885071,0.8127087354660034,0.30474940722408095,24.834339589365438,0.48019153599455816,0.2573699951171875,0.44525647163391113
comp4_merge,merge_quad_comp,2022112704,9,0,100,30.0,DPS,,14.850676774978638,100,0.11658217591002308,28.823193859703302,0.7835132696621364,0.40777388215065,0.8392311334609985,0.3157205050500986,24.342204711111677,0.4513600383491179,0.27520751953125,0.4535112977027893
comp4_merge,merge_quad_comp,2022112704,10,0,100,30.0,DPS,,14.066760063171387,100,0.12167886615152465,27.826286973853765,0.7625703390315499,0.40721145272254944,0.8544832468032837,0.31878773684990175,23.806484682464188,0.4431891909065721,0.2538604736328125,0.4535900056362152
comp4_merge,merge_quad_comp,2022120401,8,0,100,30.0,DPS,,14.808695793151855,100,0.11822871824259829,28.17205729468716,0.8008134909420113,0.41390135884284973,0.8359600901603699,0.3292672954751447,23.440231501400092,0.45014501660865325,0.3004150390625,0.4645701050758362
comp4_merge,merge_quad_comp,2022120401,9,0,100,30.0,DPS,,14.383407592773438,100,0.12361749327125275,27.338242174087352,0.7651874786868316,0.4149985611438751,0.8205478191375732,0.3341927960598238,22.905008678276634,0.42883558539130456,0.29266357421875,0.4710324704647064
comp4_merge,merge_quad_comp,2022120401,10,0,100,30.0,DPS,,14.889971017837524,100,0.12456930139107882,27.527404783071354,0.7565452005553238,0.40503737330436707,0.848114550113678,0.3243331001501668,23.53907225637831,0.43406535852271033,0.282684326171875,0.4586809277534485
comp4_merge,merge_quad_comp,2022120402,12,0,100,30.0,DPS,,14.10227918624878,100,0.12371186616713428,27.95746567066953,0.7678316047928125,0.4264959990978241,0.8185527324676514,0.33192480049845124,24.08940392100245,0.4642469379051573,0.16168212890625,0.4730055034160614
comp4_merge,merge_quad_comp,2022120402,13,0,100,30.0,DPS,,14.74019718170166,100,0.11986923831344816,26.85041799625884,0.7286578749350726,0.43631723523139954,0.7922487854957581,0.3502562047255056,22.42087349294579,0.41161325641658686,0.079345703125,0.47994354367256165
comp4_merge,merge_quad_comp,2022120404,8,0,100,30.0,DPS,,14.03621244430542,100,0.1170705599657294,28.123491755080114,0.766847588784644,0.39179906249046326,0.8565938472747803,0.3167349619627443,23.853879306753328,0.4397254797434086,0.2799530029296875,0.4471217095851898
comp4_merge,merge_quad_comp,2022120404,9,0,100,30.0,DPS,,14.777827739715576,100,0.11122517588270185,28.32434713777826,0.7689315260439926,0.4029063284397125,0.865583598613739,0.3127436938071884,23.789207296671883,0.4460289801052545,0.26031494140625,0.44578391313552856
comp4_merge,merge_quad_comp,2022120404,10,0,100,30.0,DPS,,14.065383911132812,100,0.12705862402360973,27.44883018753349,0.7402349877283574,0.4057355225086212,0.8603164553642273,0.3243884373387668,23.622409102060512,0.4324422986166508,0.2296905517578125,0.4599454998970032
comp4_merge,merge_quad_comp,2022120406,8,0,100,30.0,DPS,,14.762510061264038,100,0.1274824221495626,26.58722122426452,0.753400898530408,0.4029093384742737,0.7937189340591431,0.32477031768720854,22.96705506080752,0.4343393145881257,0.2564849853515625,0.45434314012527466
comp4_merge,merge_quad_comp,2022120406,9,0,100,30.0,DPS,,14.084174394607544,100,0.13189674584218644,26.212551225026633,0.7452130181523635,0.4021715223789215,0.8048099875450134,0.31898794319369583,22.948644564340267,0.4455579822398905,0.235595703125,0.4520289897918701
comp4_merge,merge_quad_comp,2022120406,10,0,100,30.0,DPS,,14.748383283615112,100,0.13350975024935155,25.36668224805037,0.7288375877858698,0.4120487570762634,0.7837486267089844,0.32968027823106805,23.572850040860462,0.4421866758732152,0.2180023193359375,0.46229809522628784
comp4_merge,merge_quad_comp,2022120407,8,0,100,30.0,DPS,,14.027602910995483,100,0.12379408640898021,28.663393386190865,0.7842512854046848,0.40840640664100647,0.7657976150512695,0.3305755019020559,24.44656334651675,0.4365692698797752,0.25726318359375,0.4571354389190674
comp4_merge,merge_quad_comp,2022120407,9,0,100,30.0,DPS,,14.743382930755615,100,0.11844431876488618,27.095967831214807,0.7413432453567553,0.39197880029678345,0.7979640960693359,0.31962624196369926,22.81010966232858,0.4213752670845697,0.2559661865234375,0.4413551986217499
comp4_merge,merge_quad_comp,2022120407,10,0,100,30.0,DPS,,14.0251305103302,100,0.11909549309310041,26.840901321711325,0.7406752143095648,0.39219269156455994,0.8320375680923462,0.30638075203131543,23.037405777120263,0.4483460474298529,0.2457275390625,0.4370262026786804
comp4_merge,merge_quad_comp,2022120408,8,0,100,30.0,DPS,,14.758580446243286,100,0.1191659570050645,27.962465217171392,0.7879603994939876,0.39753487706184387,0.8387914896011353,0.3079754988255913,23.747055377973968,0.47681852981749023,0.27801513671875,0.45273104310035706
comp4_merge,merge_quad_comp,2022120408,9,0,100,30.0,DPS,,14.247031927108765,100,0.12350401122801168,26.31210714101772,0.7431471245871262,0.39969566464424133,0.8183671832084656,0.3116859800595895,22.384827753970672,0.4507895918397148,0.2511749267578125,0.45014840364456177
comp4_merge,merge_quad_comp,2022120408,10,0,100,30.0,DPS,,14.77748990058899,100,0.12306388549574865,26.427359228770307,0.7574091163470145,0.3883533179759979,0.806702733039856,0.2915313839121645,23.193695203087067,0.4872727221750625,0.2187957763671875,0.43269631266593933
comp4_merge,merge_quad_comp,2022120409,8,0,100,30.0,DPS,,14.087392330169678,100,0.11505067866687148,28.296084927313622,0.7803680106852775,0.40037205815315247,0.8428012132644653,0.31731018366253444,23.59743920249379,0.44233020744786766,0.297821044921875,0.4484472870826721
